Date,Time (UTC),User,Utterance
2022-07-16,16:10:52,GrandVoidDaoist,🍇
2022-07-16,16:10:53,gabbs404,DO YOU WANT JAM WITH THE BREAD?
2022-07-16,16:10:53,mazelin,daphQuack daphQuack daphQuack
2022-07-16,16:10:53,Shockcola,OMEGALUL
2022-07-16,16:10:53,Natsukun,OMEGALUL
2022-07-16,16:10:54,pachimiri,OMEGALUL
2022-07-16,16:10:54,k_a_i_____,monkaW
2022-07-16,16:10:54,sidCD,LULW
2022-07-16,16:10:54,nomuuuu_,🍇
2022-07-16,16:10:55,kerokerobee_,OMEGALUL
2022-07-16,16:10:55,Stikz115,yeah!!! OMEGALUL
2022-07-16,16:10:55,kerchoo1223,NOPERS
2022-07-16,16:10:55,n3pcity,nice model!!!!
2022-07-16,16:10:56,tuskrr,daphW got any grapes
2022-07-16,16:10:56,noemii,waddle waddle
2022-07-16,16:10:56,TheBanMagnet69,DonkHappy 🍇
2022-07-16,16:10:56,KouMatsuoka,OMEGALUL Clap
2022-07-16,16:10:57,plselpme,NOPERS
2022-07-16,16:10:58,gimme_wantan,daphJR can u spit those seeds
2022-07-16,16:10:58,pink_linh,OMEGALUL
2022-07-16,16:10:58,rchyuan,🥖 oui
2022-07-16,16:11:00,05hs,classic LULW
2022-07-16,16:11:00,empEDWiN,OMEGALUL
2022-07-16,16:11:00,jhkyeong,grape vine NODDERS
2022-07-16,16:11:01,TheBanMagnet69,hahaha
2022-07-16,16:11:02,noemii,oh no
2022-07-16,16:11:02,cyberp1ss,"""duck is good"" that's good wisdom right there"
2022-07-16,16:11:02,sgt_cheems,KEKW
2022-07-16,16:11:03,Gwanlye,daphCheer grapes
2022-07-16,16:11:04,Stikz115,OMEGALUL
2022-07-16,16:11:04,Batfreak529,Make the grapes alive too
2022-07-16,16:11:05,Mendayen,TOOMUCHBOOBA
2022-07-16,16:11:05,TheBanMagnet69,PauseChamp
2022-07-16,16:11:05,Vexiann36,WTFF
2022-07-16,16:11:05,omniknighte,Hahaha
2022-07-16,16:11:07,hotaro_orek,put it on ur head KEKW
2022-07-16,16:11:07,UnicornCrimes,🍇 Grapist
2022-07-16,16:11:07,jassizl,@39daph can u give them eyes daphLook
2022-07-16,16:11:07,a_m_i_m_i_r,🍇 OMEGALUL
2022-07-16,16:11:07,thomas_dhingra,ayayaJAM
2022-07-16,16:11:08,john_username,SHITTERS
2022-07-16,16:11:08,lonelyintrovert0,mango and daphSit have passed donkSad
2022-07-16,16:11:08,Yessalyn101,🍇🍇
2022-07-16,16:11:10,rchyuan,PauseChamp
2022-07-16,16:11:10,Noblebug,sodaO skyliasSandwich daphQuack
2022-07-16,16:11:10,jhkyeong,2? why 2??
2022-07-16,16:11:11,auddiboiiii,purple balls
2022-07-16,16:11:11,lillyc_,blue balls
2022-07-16,16:11:12,Yosen19,WubTF
2022-07-16,16:11:13,GrandVoidDaoist,🦆 🍇 🍞
2022-07-16,16:11:14,diseased_cheese,we're at a lemonade stand tho PogO
2022-07-16,16:11:14,Daftpunks,you got massive balls now OMEGALUL
2022-07-16,16:11:14,01lovecity,DuckerZ 🍇
2022-07-16,16:11:14,12mdnight,grapist lol
2022-07-16,16:11:15,plselpme,daphCheer grapes
2022-07-16,16:11:17,leonorf8,🍇
2022-07-16,16:11:18,TheBanMagnet69,givr the grapes faces too KEKW
2022-07-16,16:11:18,slimypotato7,blue balls
2022-07-16,16:11:18,blyt3_,add eyes
2022-07-16,16:11:18,gimme_wantan,balls
2022-07-16,16:11:18,EmiliaDivo,peepoClap
2022-07-16,16:11:20,Stikz115,the fucking style is so good LULW
2022-07-16,16:11:20,j0lb,sick
2022-07-16,16:11:21,Shockcola,purple shit OMEGALUL
2022-07-16,16:11:21,jhkyeong,are those your balls
2022-07-16,16:11:21,bluemoon491,"@lillyc_, PogO yes ?"
2022-07-16,16:11:22,Batfreak529,Put eyes
2022-07-16,16:11:22,a_m_i_m_i_r,purple poop KEKW
2022-07-16,16:11:22,ro64c,BIGYION BIGYION BIGYION BIGYION BIGYION
2022-07-16,16:11:22,gabbs404,DO YOU WANT GRAPE JAM WITH THE BREAD?
2022-07-16,16:11:22,cumposer,@39daph you need a tiny little hat
2022-07-16,16:11:23,furial,oh wow what is this OMEGALUL
2022-07-16,16:11:24,plselpme,WubTF balls
2022-07-16,16:11:25,39Chanel,🍇chils
2022-07-16,16:11:26,omniknighte,Only 2?
2022-07-16,16:11:27,diseased_cheese,BLUE BALLS OMEGALUL
2022-07-16,16:11:27,UnicornCrimes,Infected balls
2022-07-16,16:11:28,d1nkdonk,peepoArt daphArt
2022-07-16,16:11:28,lillyc_,blue balls PogO
2022-07-16,16:11:28,nicktrinh90,blueberries
2022-07-16,16:11:29,ackwell,jhkyeong KEKW thought the same
2022-07-16,16:11:31,rangerberry,HandsUp
2022-07-16,16:11:31,hotaro_orek,nice shits KEKW
2022-07-16,16:11:32,cyberp1ss,blue balls
2022-07-16,16:11:32,thormet,those are big ass grapes
2022-07-16,16:11:33,kiwipastatoni,balls
2022-07-16,16:11:33,auddiboiiii,sum grape
2022-07-16,16:11:34,monadchi,DonkHappy 🍇 daphSit
2022-07-16,16:11:34,Yosen19,OMEGALUL ?
2022-07-16,16:11:35,john_username,🍇 SHITTERS
2022-07-16,16:11:36,TheBanMagnet69,PauseChamp
2022-07-16,16:11:36,spychikn,purple poops
2022-07-16,16:11:36,SE0R0RO,awww
2022-07-16,16:11:37,다프니,nice balls
2022-07-16,16:11:37,noemii,OMEGALUL
2022-07-16,16:11:37,Nyans,BogU
2022-07-16,16:11:37,Vexiann36,duck balls WTFF
2022-07-16,16:11:39,jassizl,OMEGALUL put them over ur eyes WICKED
2022-07-16,16:11:39,gimme_wantan,🍇 on the head
2022-07-16,16:11:39,slemdog,testicles
2022-07-16,16:11:39,k_a_i_____,??????? OMEGALUL
2022-07-16,16:11:40,lexi_pearl,those are a man's nuts
2022-07-16,16:11:40,ro64c,daphStand
2022-07-16,16:11:41,shinjuryuuzaki,what makes you interestes in drawing in the first place daph?
2022-07-16,16:11:41,SecretsMimi,purple balls
2022-07-16,16:11:42,pink_linh,nice anal beads
2022-07-16,16:11:42,jhkyeong,@ackwell same braincells KEKW
2022-07-16,16:11:42,soeryadana,balls
2022-07-16,16:11:42,Leilax_,ANAL BEADS OMEGALUL
2022-07-16,16:11:43,soulquarian5,widepeepoHappy
2022-07-16,16:11:43,MontiePi,with grape balls comes grape responsibilities
2022-07-16,16:11:43,6six006,WTFF not grapes
2022-07-16,16:11:43,iSwerve,OMEGALUL Clap
2022-07-16,16:11:44,nomuuuu_,OMEGALUL
2022-07-16,16:11:45,d1nkdonk,tits? OMEGALUL
2022-07-16,16:11:46,yie0n7,those are bean grapes
2022-07-16,16:11:46,01lovecity,OMEGALUL
2022-07-16,16:11:47,Delfryngr,KEKW
2022-07-16,16:11:47,Stikz115,anal beads LULW
2022-07-16,16:11:48,ackwell,awww
2022-07-16,16:11:48,ceres_0,OMEGALUL
2022-07-16,16:11:49,rangerberry,PEEPERS
2022-07-16,16:11:49,monadchi,OMEGALUL
2022-07-16,16:11:49,melisuhhh,awww cute
2022-07-16,16:11:49,jassizl,OMEGALUL
2022-07-16,16:11:49,slimypotato7,those are not grapes
2022-07-16,16:11:50,hillJoy1,faph pls come back
2022-07-16,16:11:50,jhkyeong,KEKW
2022-07-16,16:11:50,csming,hair ties
2022-07-16,16:11:50,Yosen19,yea OMEGALUL
2022-07-16,16:11:50,lillyc_,awwww DonkHappy
2022-07-16,16:11:50,Noblebug,daphBrug daphBrug daphQuack
2022-07-16,16:11:50,pachimiri,purple balls OMEGALUL
2022-07-16,16:11:50,inechi,OMEGALUL 󠀀
2022-07-16,16:11:50,bokowas,widepeepoHappy aww
2022-07-16,16:11:51,SE0R0RO,oh...
2022-07-16,16:11:51,kerokerobee_,OMEGALUL
2022-07-16,16:11:51,blahlikehell,OMEGALUL
2022-07-16,16:11:51,yungmikas4,brimstonezinho
2022-07-16,16:11:51,itsxyrin,day stream daphCheer
2022-07-16,16:11:51,Leilax_,OMEGALUL
2022-07-16,16:11:51,TheBanMagnet69,not grapes gachiBASS
2022-07-16,16:11:51,Stikz115,OMEGALUL
2022-07-16,16:11:52,leonorf8,widepeepoHappy so cute
2022-07-16,16:11:52,lilbyrnezzyboi,yo
2022-07-16,16:11:52,jhkyeong,yeah yeah
2022-07-16,16:11:52,gabbs404,CUTE
2022-07-16,16:11:52,slimypotato7,lmao
2022-07-16,16:11:52,asphyxia_ow,OMEGALUL
2022-07-16,16:11:52,a_m_i_m_i_r,OMEGALUL cuteeeeee
2022-07-16,16:11:53,Nyans,yes! hahahaha
2022-07-16,16:11:53,bluemoon491,aaaaw DonkHappy
2022-07-16,16:11:53,aran_k7,39duck daphCheer
2022-07-16,16:11:53,ShunnIsNormel,OMEGALUL
2022-07-16,16:11:53,NMGIX,OMEGALUL 󠀀
2022-07-16,16:11:53,l137jdn,KEKW
2022-07-16,16:11:53,zaramari,OMEGALUL CUUUTE
2022-07-16,16:11:53,chiyu_yosei,OMEGALUL
2022-07-16,16:11:54,rchyuan,OMEGALUL
2022-07-16,16:11:54,monadchi,widepeepoHappy
2022-07-16,16:11:55,Delfryngr,perfect OMEGALUL
2022-07-16,16:11:55,eyereen,OMEGALUL
2022-07-16,16:11:55,dumbmb,LMFAO
2022-07-16,16:11:55,gyucor,OMEGALUL
2022-07-16,16:11:55,SecretsMimi,OMEGALUL so cute
2022-07-16,16:11:55,KouMatsuoka,OMEGALUL
2022-07-16,16:11:55,jhkyeong,with the 2 bals
2022-07-16,16:11:55,omniknighte,Hahaha
2022-07-16,16:11:56,woozytanuki,OMEGALUL IT DOES
2022-07-16,16:11:56,Vexiann36,widepeepoHappy
2022-07-16,16:11:56,kerokerobee_,SO CUTE
2022-07-16,16:11:56,MrBreadPitt,widepeepoHappy
2022-07-16,16:11:56,k_a_i_____,widepeepoHappy
2022-07-16,16:11:57,K3lp_Juice,widepeepoHappy
2022-07-16,16:11:57,slimypotato7,cuuuute
2022-07-16,16:11:57,diseased_cheese,CUUTEEE
2022-07-16,16:11:57,DinglusTart,aww so cute!!
2022-07-16,16:11:58,SE0R0RO,OMEGALUL
2022-07-16,16:11:58,rangerberry,widepeepoHappy
2022-07-16,16:11:59,Yosen19,Jammies
2022-07-16,16:11:59,TheBanMagnet69,awwwwwwww DonkHappy
2022-07-16,16:12:00,Zilonman37,@39daph you sure those are grapes?
2022-07-16,16:12:00,plselpme,SHITTERS
2022-07-16,16:12:00,leevilbirdy,OMEGALUL
2022-07-16,16:12:00,trynee,hahahahaha that's so cute
2022-07-16,16:12:00,Gwanlye,omg it does
2022-07-16,16:12:00,YakiCL,DonkHappy cute
2022-07-16,16:12:02,spychikn,omg even cuter
2022-07-16,16:12:02,vanillaiisu,balls
2022-07-16,16:12:02,ShunnIsNormel,KEEP IT OMEGALUL
2022-07-16,16:12:03,cludr_,balls
2022-07-16,16:12:04,gimme_wantan,OMEGALUL
2022-07-16,16:12:04,wembx,grapes on the floor
2022-07-16,16:12:04,d1nkdonk,widepeepoHappy
2022-07-16,16:12:05,blahlikehell,put it at the forehead
2022-07-16,16:12:05,tuskrr,Jammies
2022-07-16,16:12:05,yoboi36,WICKED get some shades
2022-07-16,16:12:05,Meatl0va,widepeepoHappy so cute
2022-07-16,16:12:06,john_username,duck poop SHITTERS
2022-07-16,16:12:06,diseased_cheese,chills
2022-07-16,16:12:06,MeleeTechie,widepeepoHappy
2022-07-16,16:12:06,omniknighte,Kawaii
2022-07-16,16:12:07,noemii,its like mayu from corpse party
2022-07-16,16:12:07,astrolizard47,BallZ
2022-07-16,16:12:07,Stikz115,atpCap its actually so good
2022-07-16,16:12:08,birdie_w,those are yions balls
2022-07-16,16:12:08,Daftpunks,anal beads lulWut
2022-07-16,16:12:08,k_a_i_____,NOPERS
2022-07-16,16:12:08,Noblebug,daphBrug daphBrug daphSit
2022-07-16,16:12:10,hansanze,me
2022-07-16,16:12:10,Coffebara,Jammies
2022-07-16,16:12:10,Vexiann36,lulWut Grapes
2022-07-16,16:12:10,Shockcola,purple  shit OMEGALUL
2022-07-16,16:12:11,DinglusTart,me
2022-07-16,16:12:11,Jooaaaoo,widepeepoHappy
2022-07-16,16:12:11,Yosen19 no ,no :)
2022-07-16,16:12:11,soeryadana,put it on a plate
2022-07-16,16:12:11,sidCD,peepoHappy
2022-07-16,16:12:11,bluemoon491,NODDERS
2022-07-16,16:12:11,tamakunx,N OMEGALUL
2022-07-16,16:12:11,gabbs404,Purple balls time
2022-07-16,16:12:11,rangerberry,lulWut
2022-07-16,16:12:11,a_m_i_m_i_r,keep it on your head KEKW
2022-07-16,16:12:12,6six006,WTFF thanos balls
2022-07-16,16:12:12,yie0n7,raisins
2022-07-16,16:12:12,iSwerve,NOPERS
2022-07-16,16:12:12,cyberp1ss,the cutest war criminal duck  widepeepoHappy
2022-07-16,16:12:12,Twankiez1992,ME pOG
2022-07-16,16:12:13,hotaro_orek,NOPERS no
2022-07-16,16:12:14,jhkyeong,erm yeah 1 please
2022-07-16,16:12:14,monadchi,daphLaud 🍇
2022-07-16,16:12:14,plselpme,SHITTERS yummy
2022-07-16,16:12:14,istian,anal beads
2022-07-16,16:12:14,zaramari,daphLaud
2022-07-16,16:12:14,slimypotato7,I want some please
2022-07-16,16:12:15,y1keru,widepeepoHappy
2022-07-16,16:12:15,scuffedbaby,ma'am you dropped ur balls please unneuter urself
2022-07-16,16:12:15,melisuhhh,add a loaf of bread daph pleaseeeeeeeeee daphJR
2022-07-16,16:12:15,amernrs,KME
2022-07-16,16:12:16,auddiboiiii,u only have 2
2022-07-16,16:12:16,Meatl0va,VietNaMeseManWavingHisGun no seller
2022-07-16,16:12:16,Syx_Ralv,radioactive pebbles
2022-07-16,16:12:16,diseased_cheese,NODDERS
2022-07-16,16:12:16,Coffebara,PepeLaugh purple shit
2022-07-16,16:12:17,02wookk,daphFroot i got berries no thank you
2022-07-16,16:12:17,dumbmb,just two grapes ppL
2022-07-16,16:12:17,chery24x,those are not grapes
2022-07-16,16:12:17,UnicornCrimes,Floor grapes
2022-07-16,16:12:17,ackwell,PauseChamp make a banana too hehehe
2022-07-16,16:12:17,wembx,purple poop pellets
2022-07-16,16:12:18,amernrs,ME
2022-07-16,16:12:18,Leilax_,OMEGALUL 󠀀
2022-07-16,16:12:19,inechi,you only have two so no NOPERS
2022-07-16,16:12:19,synthcurry,What's the lore of the grapes
2022-07-16,16:12:20,mckean28,mckean28 subscribed at Tier 1. They've subscribed for 19 months! a real v tuber
2022-07-16,16:12:20,Gwanlye,she pooped the grapes
2022-07-16,16:12:20,mazelin,Grapes look more like deez nuts
2022-07-16,16:12:21,Yosen19,SHITTERS want shit?
2022-07-16,16:12:21,TheBanMagnet69,this is the cutest shit I see today OMEGALUL
2022-07-16,16:12:23,Stikz115,BogU
2022-07-16,16:12:23,yoboi36,SHITTERS is back BogU
2022-07-16,16:12:23,hansanze,make more grapes DANTIES
2022-07-16,16:12:23,Daftpunks,POGCRAZY
2022-07-16,16:12:23,Yosen19,BogShamb
2022-07-16,16:12:23,kerchoo1223,put the grapes in your mouth
2022-07-16,16:12:24,dracotunes,OMEGALUL 󠀀
2022-07-16,16:12:24,noemii,POGCRAZY
2022-07-16,16:12:24,sephruh,HI
2022-07-16,16:12:24,nomuuuu_,BogU
2022-07-16,16:12:24,l137jdn,KEKW
2022-07-16,16:12:25,Vexiann36,BogU
2022-07-16,16:12:25,monadchi,BogU
2022-07-16,16:12:25,inechi,BogU
2022-07-16,16:12:25,BoggsBot,BogU
2022-07-16,16:12:26,kerokerobee_,POGCRAZY
2022-07-16,16:12:26,ShunnIsNormel,lulWut anal beads + war criminal
2022-07-16,16:12:26,bluemoon491,POGCRAZY
2022-07-16,16:12:26,jhkyeong,peepoClap
2022-07-16,16:12:26,Natsukun,POGCRAZY
2022-07-16,16:12:27,mrkeepr,DonkHappy aww
2022-07-16,16:12:27,camiiumi,BogU
2022-07-16,16:12:28,Shockcola,POGCRAZY
2022-07-16,16:12:28,zaramari,daphCheer
2022-07-16,16:12:28,Twankiez1992,Pog
2022-07-16,16:12:28,Shuzan,POGCRAZY
2022-07-16,16:12:28,willfke,POGGERS
2022-07-16,16:12:28,bokowas,BogU
2022-07-16,16:12:29,gimme_wantan,POGCRAZY
2022-07-16,16:12:29,MrBreadPitt,BogU
2022-07-16,16:12:29,gyucor,POGCRAZY
2022-07-16,16:12:29,4uryn,BogU
2022-07-16,16:12:29,ceres_0,BogU
2022-07-16,16:12:30,nomuuuu_,POGCRAZY
2022-07-16,16:12:30,evienus,can you make a plushie of this duck i want it
2022-07-16,16:12:30,tanmay_kulkarni,get that palm tree haircut
2022-07-16,16:12:31,a_m_i_m_i_r,BogU outifts
2022-07-16,16:12:31,rangerberry,heCrazy
2022-07-16,16:12:31,Wockkstarr,daphShirt Chills
2022-07-16,16:12:31,asphyxia_ow,OMEGALUL
2022-07-16,16:12:32,fooby2,BogU
2022-07-16,16:12:32,brainyuen,PogChamp
2022-07-16,16:12:32,jassizl,POGCRAZY
2022-07-16,16:12:32,Gwanlye,daphCheer
2022-07-16,16:12:32,gabbs404,NEW OUTFITS
2022-07-16,16:12:32,lillyc_,POGCRAZY
2022-07-16,16:12:32,02wookk,POGCRAZY more fruit outfits
2022-07-16,16:12:32,TheBanMagnet69,KEKW
2022-07-16,16:12:32,BoneWheelSkeleton,Put some pants on PogO
2022-07-16,16:12:32,springroIl,DonkSass OOTD
2022-07-16,16:12:33,Leilax_,BogU
2022-07-16,16:12:33,soeryadana,POGCRAZY
2022-07-16,16:12:33,tamakunx,PogO
2022-07-16,16:12:34,01lovecity,POGCRAZY OUTFITS
2022-07-16,16:12:34,leonorf8,POGCRAZY
2022-07-16,16:12:34,k_a_i_____,POGCRAZY
2022-07-16,16:12:35,omniknighte,Lol
2022-07-16,16:12:35,KouMatsuoka,POGCRAZY
2022-07-16,16:12:35,MontiePi,ur so escited lol
2022-07-16,16:12:35,scuffedbaby,omg fit check
2022-07-16,16:12:35,abandonedtamagotchi,real v tuber now FeelsStrongMan
2022-07-16,16:12:36,rchyuan,BogU
2022-07-16,16:12:36,kyeparagon,duck DLC
2022-07-16,16:12:36,DistilledHoney,POGCRAZY
2022-07-16,16:12:37,plselpme,POGCRAZY
2022-07-16,16:12:37,noemii,daphShirt chills
2022-07-16,16:12:38,thomas_dhingra,daphSEN
2022-07-16,16:12:38,amernrs,BogU
2022-07-16,16:12:38,Twankiez1992,BogU
2022-07-16,16:12:39,Coffebara,BogU plushy of this
2022-07-16,16:12:39,slimypotato7,so exciting
2022-07-16,16:12:39,K3lp_Juice,POGCRAZY outfit reveals
2022-07-16,16:12:40,jhkyeong,for every festival yeah
2022-07-16,16:12:40,Noblebug,daphQuack daphQuack daphQuack
2022-07-16,16:12:41,birdie_w,POGCRAZY
2022-07-16,16:12:41,Nyans,fit check
2022-07-16,16:12:41,NMGIX,daphW do you have lemonade?
2022-07-16,16:12:41,iSwerve,POGCRAZY
2022-07-16,16:12:41,hotaro_orek,hairstyles KEKW
2022-07-16,16:12:41,cheezndope2418,TwitchUnity
2022-07-16,16:12:42,Shockcola,but u have no hair
2022-07-16,16:12:42,noemii,FeelsStrongMan
2022-07-16,16:12:42,brainyuen,catCheck hair?
2022-07-16,16:12:43,TheAcc_,put on a orange jump suit you criminal
2022-07-16,16:12:43,SecretsMimi,POGCRAZY
2022-07-16,16:12:43,Yosen19,no vtube tag docLeave
2022-07-16,16:12:44,cokepepsi101,i love the duck
2022-07-16,16:12:44,rangerberry,FeelsStrongMan
2022-07-16,16:12:45,Stikz115,FeelsStrongMan she's finally changing shirts
2022-07-16,16:12:46,poopdawg412,DuckerZ
2022-07-16,16:12:46,Dignitate,!time
2022-07-16,16:12:46,Fossabot @Dignitate it is 0912,@Dignitate it is 09:12:46 AM (PDT) VeryPog
2022-07-16,16:12:46,TheBanMagnet69,PepoCheer
2022-07-16,16:12:46,mussumburzum,VTUBER TAG LEGAL TO USE NOW BogU
2022-07-16,16:12:47,wetmoistdank,POGCRAZY weekly outfit
2022-07-16,16:12:47,uwuselesspieceofuwu,criminal
2022-07-16,16:12:47,rafiixoxo,you done washing your ass?
2022-07-16,16:12:48,WhiteKuma,new cover song  POGCRAZY
2022-07-16,16:12:49,aran_k7,outfit changes mid-stream BogU
2022-07-16,16:12:53,auddiboiiii,rip witch and welcome duck
2022-07-16,16:12:53,miisato_,SAGE IS SO CUTE peepoArt
2022-07-16,16:12:53,sweeet_papaya,BogU
2022-07-16,16:12:53,AntonioAS7X,POGCRAZY VTUBER39
2022-07-16,16:12:53,다프니,bald streamer
2022-07-16,16:12:54,milkovto,!time
2022-07-16,16:12:55,ceres_0,the debut streamss?? POGCRAZY
2022-07-16,16:12:55,ie_vent,ie_vent subscribed with Prime. They've subscribed for 20 months! We bussin peepoPog
2022-07-16,16:12:55,a_m_i_m_i_r,BogU concerts??
2022-07-16,16:12:55,Stikz115,BogU actually
2022-07-16,16:12:55,gimme_wantan,FeelsStrongMan Clap she's finally getting there
2022-07-16,16:12:56,Coffebara,PogO where wsur tag
2022-07-16,16:12:56,shinjuryuuzaki,Best duck vtuber ever
2022-07-16,16:12:56,sephruh,finally changing daphCheer daphCheer
2022-07-16,16:12:56,debbieschoi,daph debut!
2022-07-16,16:12:57,roadboy101,couldn’t you do that irl??
2022-07-16,16:12:58,spartanless,BogU
2022-07-16,16:12:58,vintagekimchi,I WAS HERE POGCRAZY
2022-07-16,16:12:58,Natsukun,BogU
2022-07-16,16:12:58,noemii,not wearing same shirt every day anymore FeelsStrongMan
2022-07-16,16:12:59,birdie_w,make it gacha for new outfits
2022-07-16,16:13:00,mrkeepr,FeelsStrongMan Clap living her dream
2022-07-16,16:13:01,starflames,happy debut
2022-07-16,16:13:01,jhkyeong,october Halloween is here soon
2022-07-16,16:13:01,Stikz115,true BogU
2022-07-16,16:13:01,Yosen19,OMEGALUL
2022-07-16,16:13:02,crystalbased,looking good looking good
2022-07-16,16:13:02,Shockcola,OMEGALUL
2022-07-16,16:13:02,furial,ah yes ofc
2022-07-16,16:13:02,plselpme,PogO put on an orange jumpsuit bc of ur war crimes
2022-07-16,16:13:02,ackwell,rafiixoxo DUSSERS yeah take a sniff
2022-07-16,16:13:03,nomuuuu_,OMEGALUL
2022-07-16,16:13:03,leonorf8,BogU
2022-07-16,16:13:04,wembx,true BogU
2022-07-16,16:13:04,mergenaug,monkaW
2022-07-16,16:13:05,FallenHalcyon,Are the outfits just going to be different fruit?
2022-07-16,16:13:06,6six006,DuckerZ warcrimes
2022-07-16,16:13:06,zodiacRex,daphCustomerDisservice
2022-07-16,16:13:08,dracotunes,daphCustomerDisservice
2022-07-16,16:13:08,DistilledHoney,war criminal BogU
2022-07-16,16:13:08,pink_linh,BogU lore
2022-07-16,16:13:08,TheBanMagnet69,true FeelsStrongMan
2022-07-16,16:13:08,YakiCL,Everything making sense BogU
2022-07-16,16:13:08,inechi,FeelsStrongMan finally
2022-07-16,16:13:09,Wockkstarr,PepeLaugh wear yellow
2022-07-16,16:13:09,mangowish,mangowish subscribed with Prime. They've subscribed for 4 months! yay!
2022-07-16,16:13:09,SniperrPupp,Back
2022-07-16,16:13:11,lonelyintrovert0,war criminal vtuber daphCheer
2022-07-16,16:13:12,Gant3nG_,BogU CRIMINAL?
2022-07-16,16:13:12,tamakunx,PogO where da spongebob music tho
2022-07-16,16:13:12,hotaro_orek,actual criminal POGCRAZY
2022-07-16,16:13:12,Natsukun,warcrime tag BogU
2022-07-16,16:13:12,einashiteru,BogU  live
2022-07-16,16:13:12,diseased_cheese,BogU Clap nice lore
2022-07-16,16:13:13,amernrs,holiday themed outfits? BogU
2022-07-16,16:13:13,BubFrost,its all coming together BogU
2022-07-16,16:13:14,iamwhale2,1st guam vtuber streamer
2022-07-16,16:13:14,Stikz115,OMEGALUL
2022-07-16,16:13:14,Yosen19,monkaS ?
2022-07-16,16:13:15,pelezin__,BogU FLESH STREAMER
2022-07-16,16:13:15,aran_k7,you were literally always an evil character PepeLaugh
2022-07-16,16:13:15,Meatl0va,no
2022-07-16,16:13:16,NMGIX https,https://www.youtube.com/watch?v=MtN1YnoL46Q atpRtsd daphs anthem
2022-07-16,16:13:17,auddiboiiii,nah
2022-07-16,16:13:17,39Chanel,"Getting a shirt that says ""god, guns and a cum"" BogU"
2022-07-16,16:13:18,when_ai_die,!vtubers !korean BogU
2022-07-16,16:13:18,EddPR,39WitchDuck SeemsGood
2022-07-16,16:13:20,noemii,widepeepoHappy
2022-07-16,16:13:20,Muzazz,what
2022-07-16,16:13:21,POWCHEWAH,OMEGALUL
2022-07-16,16:13:21,Delfryngr,NODDERS
2022-07-16,16:13:21,omniknighte,My gosh Daph lol
2022-07-16,16:13:22,mrkeepr,its ok
2022-07-16,16:13:22,Nyans,wholesome
2022-07-16,16:13:22,hotaro_orek,wtf war criminal wholesome KEKW
2022-07-16,16:13:22,cokepepsi101,yes
2022-07-16,16:13:22,vicea,wholesome?
2022-07-16,16:13:22,Ibahibut,lets goo
2022-07-16,16:13:23,tuskrr,very wholesome
2022-07-16,16:13:23,soulquarian5,RareParrot warcrimez
2022-07-16,16:13:24,mavrek7,POGCRAZY debut stream
2022-07-16,16:13:24,YakiCL,WTFF wholesome
2022-07-16,16:13:24,daddelbaddel,my fav vtuber daphQuack
2022-07-16,16:13:24,ShunnIsNormel,can u wear a yellow shirt matching the duck color
2022-07-16,16:13:24,jhkyeong,not family friendly for sure
2022-07-16,16:13:24,camiiumi,very wholesome
2022-07-16,16:13:24,Yosen19,monkaS wholesome
2022-07-16,16:13:24,bokowas,the most
2022-07-16,16:13:24,Shuzan,WTFF
2022-07-16,16:13:25,Stikz115,OMEGALUL @NMGIX
2022-07-16,16:13:25,phlaan,very wholesome
2022-07-16,16:13:25,ackwell,my favorite wtuber FeelsStrongMan Clap
2022-07-16,16:13:25,01lovecity,FeelsStrongMan
2022-07-16,16:13:25,furial,"ironmouse is a literal demon from hell, you're fine"
2022-07-16,16:13:25,lillyc_,very NODDERS
2022-07-16,16:13:25,vintagekimchi,monkaW shell shock
2022-07-16,16:13:26,a_m_i_m_i_r,NODDERS
2022-07-16,16:13:26,rangerberry,SeemsGood
2022-07-16,16:13:26,chery24x,what do you think
2022-07-16,16:13:26,Daftpunks,chattel slavery is not very wholesome no
2022-07-16,16:13:26,kerokerobee_,yes
2022-07-16,16:13:26,arachneii,daph is my comfort war criminal widepeepoHappy
2022-07-16,16:13:26,pachimiri,still ongoing OMEGALUL
2022-07-16,16:13:26,itsxyrin,i think it's cool
2022-07-16,16:13:27,dracotunes,wholesome war criminal
2022-07-16,16:13:27,jezzerino,wholesome isn't my first choice of word?
2022-07-16,16:13:27,nyajimi,second stream BogU
2022-07-16,16:13:27,다프니,widepeepoHappy war criminal
2022-07-16,16:13:27,mix126,ducks are wholesome
2022-07-16,16:13:29,mussumburzum,"super wholesome, basically an american president"
2022-07-16,16:13:29,leonorf8,NODDERS very wholesome
2022-07-16,16:13:30,Natsukun,FeelsStrongMan very wholesome
2022-07-16,16:13:30,TheBanMagnet69,warcrime is wholesome wdym PepegeHmm
2022-07-16,16:13:30,cokepepsi101,no
2022-07-16,16:13:30,ie_vent,the lore is da bussy
2022-07-16,16:13:31,gabbs404,when is Anthony Padilla interviewing this new vtuber?????
2022-07-16,16:13:31,Mendayen,that is not what the word wholesome means
2022-07-16,16:13:32,d1nkdonk,daphThonk
2022-07-16,16:13:32,cisphob1a,warsome
2022-07-16,16:13:35,chiyu_yosei,FeelsStrongMan war crimes... so wholesome
2022-07-16,16:13:35,nomuuuu_,i mean other vtubers are mafia bosses so
2022-07-16,16:13:37,evienus,warcriminal taking a break from warcrimes to do some wholesome small business work
